Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1765384718,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1765384719,20,,Aggregated,0.000000,0.000000,200,210,210,220,220,220,220,220,220,220,220,42,0,200.9049159969436,208.55057645253726,200.9049159969436,217.52795900101773,185.0
1765384720,40,,Aggregated,0.000000,0.000000,200,210,210,210,220,220,220,220,220,220,220,124,0,200.9049159969436,207.72020500038295,200.9049159969436,219.17758299969137,185.0
1765384721,60,,Aggregated,40.000000,0.000000,200,210,210,210,210,220,220,220,220,220,220,244,0,200.9049159969436,206.77773088940083,200.9049159969436,219.17758299969137,185.0
1765384722,80,,Aggregated,61.000000,0.000000,200,210,210,210,210,220,220,220,220,220,220,403,0,200.9049159969436,206.27842277936088,200.9049159969436,219.56758300075307,185.0
1765384723,100,,Aggregated,80.666667,0.000000,200,210,210,210,210,220,220,220,220,220,220,605,0,200.38304199988488,205.8064576545307,200.38304199988488,221.28125000745058,185.0
1765384724,100,,Aggregated,98.750000,0.000000,200,200,210,210,210,220,220,220,220,220,220,805,0,200.2691660018172,204.98162142613177,200.2691660018172,221.28125000745058,185.0
1765384725,100,,Aggregated,120.400000,0.000000,200,200,210,210,210,220,220,220,230,230,230,998,0,200.25779100251384,204.83442188273483,200.25779100251384,225.01374999410473,185.0
1765384726,100,,Aggregated,132.833333,0.000000,200,200,210,210,210,220,220,220,220,230,230,1188,0,200.25779100251384,204.6906291674507,200.25779100251384,225.01374999410473,185.0
1765384727,100,,Aggregated,141.428571,0.000000,200,200,200,210,210,210,220,220,220,230,230,1391,0,200.25779100251384,204.49705777789532,200.25779100251384,225.01374999410473,185.0
1765384728,100,,Aggregated,147.750000,0.000000,200,200,200,210,210,210,220,220,220,230,230,1586,0,200.25779100251384,204.37462475922058,200.25779100251384,225.01374999410473,185.0
1765384729,100,,Aggregated,153.888889,0.000000,200,200,200,210,210,210,220,220,220,230,230,1783,0,200.25779100251384,204.27720309816416,200.25779100251384,225.01374999410473,185.0
1765384730,100,,Aggregated,157.400000,0.000000,200,200,200,210,210,210,220,220,250,260,260,1990,0,200.25779100251384,204.5446524261111,200.25779100251384,258.6775410018163,185.0
1765384731,100,,Aggregated,173.300000,0.000000,200,200,200,210,210,210,220,220,250,260,260,2182,0,200.25779100251384,204.56389306236716,200.25779100251384,258.6775410018163,185.0
1765384732,100,,Aggregated,185.300000,0.000000,200,200,200,210,210,210,220,220,250,260,260,2383,0,200.25779100251384,204.57560705961114,200.25779100251384,258.6775410018163,185.0
1765384733,100,,Aggregated,193.200000,0.000000,200,200,210,210,210,210,220,220,250,260,260,2582,0,200.25779100251384,204.70117246170554,200.25779100251384,258.6775410018163,185.0
1765384734,100,,Aggregated,197.100000,0.000000,200,200,210,210,210,210,220,230,280,290,290,2764,0,200.25779100251384,204.92066054603538,200.25779100251384,292.5180420133984,185.0
1765384735,100,,Aggregated,196.600000,0.000000,200,200,210,210,210,220,240,280,360,360,360,2974,0,200.25779100251384,206.47543078823364,200.25779100251384,362.94024999369867,185.0
1765384736,100,,Aggregated,196.600000,0.000000,200,200,210,210,210,220,230,280,360,360,360,3163,0,200.25779100251384,206.40117819259694,200.25779100251384,362.94024999369867,185.0
1765384737,100,,Aggregated,196.700000,0.000000,200,200,210,210,210,220,230,280,360,360,360,3357,0,200.25779100251384,206.2650693336832,200.25779100251384,362.94024999369867,185.0
1765384738,100,,Aggregated,197.400000,0.000000,200,200,210,210,210,220,230,270,360,360,360,3558,0,200.25779100251384,206.17728693655872,200.25779100251384,362.94024999369867,185.0
1765384739,100,,Aggregated,196.300000,0.000000,200,200,210,210,210,220,230,270,360,360,360,3753,0,200.25779100251384,206.30751890601135,200.25779100251384,362.94024999369867,185.0
1765384740,100,,Aggregated,197.200000,0.000000,200,200,210,210,210,220,230,260,360,360,360,3947,0,200.25779100251384,206.25565868414012,200.25779100251384,362.94024999369867,185.0
1765384741,100,,Aggregated,196.300000,0.000000,200,200,210,210,210,220,230,260,350,360,360,4144,0,200.25779100251384,206.18245781665738,200.25779100251384,362.94024999369867,185.0
1765384742,100,,Aggregated,196.200000,0.000000,200,200,210,210,210,220,230,260,350,360,360,4339,0,200.25779100251384,206.11569081292342,200.25779100251384,362.94024999369867,185.0
1765384743,100,,Aggregated,196.100000,0.000000,200,200,210,210,210,220,230,270,350,360,360,4538,0,200.25779100251384,206.2751665970304,200.25779100251384,362.94024999369867,185.0
