Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/sync-route-sync-inner-sync-bg-sync-task,126,0,260.0,1512.45099569092,204.26329100155272,8097.874667000724,180.11111111111111,5.361550908276121,0.0,260,420,520,570,7900,8000,8100,8100,8100,8100,8100
,Aggregated,126,0,260.0,1512.45099569092,204.26329100155272,8097.874667000724,180.11111111111111,5.361550908276121,0.0,260,420,520,570,7900,8000,8100,8100,8100,8100,8100
