Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/async-route-async-inner-sync-bg-sync-task,568,0,210.0,205.54928340499546,200.59029098774772,228.49249999853782,185.0,19.544861582236944,0.0,210,210,210,210,210,210,210,210,230,230,230
,Aggregated,568,0,210.0,205.54928340499546,200.59029098774772,228.49249999853782,185.0,19.544861582236944,0.0,210,210,210,210,210,210,210,210,230,230,230
