Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/async-route-async-inner-sync-bg-sync-task,2177,0,200.4083339998033,205.49258372410344,200.4083339998033,260.5830000102287,185.0,74.94472473912529,0.0,200,210,210,210,210,210,220,230,250,260,260
,Aggregated,2177,0,200.4083339998033,205.49258372410344,200.4083339998033,260.5830000102287,185.0,74.94472473912529,0.0,200,210,210,210,210,210,220,230,250,260,260
