Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/async-route-async-inner-async-bg-async-task,5353,0,200.13524999376386,206.0142365482056,200.13524999376386,403.9521670056274,204.0,184.1927408658664,0.0,200,200,210,210,210,220,230,260,380,400,400
,Aggregated,5353,0,200.13524999376386,206.0142365482056,200.13524999376386,403.9521670056274,204.0,184.1927408658664,0.0,200,200,210,210,210,220,230,260,380,400,400
