Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/sync-route-sync-inner-async-bg-async-task,2153,0,210.0,209.66871291242816,202.00445799855515,248.0064169940306,198.66604737575477,74.10126991468192,0.0,210,210,210,210,210,220,220,230,250,250,250
,Aggregated,2153,0,210.0,209.66871291242816,202.00445799855515,248.0064169940306,198.66604737575477,74.10126991468192,0.0,210,210,210,210,210,220,220,230,250,250,250
