Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/sync-route-sync-inner-async-bg-sync-task,189,0,8800.0,6732.693998523739,203.67179199820384,11193.67841699568,182.04761904761904,8.490116370379262,0.0,8800,9400,9500,9900,11000,11000,11000,11000,11000,11000,11000
,Aggregated,189,0,8800.0,6732.693998523739,203.67179199820384,11193.67841699568,182.04761904761904,8.490116370379262,0.0,8800,9400,9500,9900,11000,11000,11000,11000,11000,11000,11000
