Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/async-route-async-inner-sync-bg-sync-task,5338,0,200.25779100251384,206.3129943220573,200.25779100251384,362.94024999369867,185.0,183.74806493977158,0.0,200,200,210,210,210,220,230,270,330,360,360
,Aggregated,5338,0,200.25779100251384,206.3129943220573,200.25779100251384,362.94024999369867,185.0,183.74806493977158,0.0,200,200,210,210,210,220,230,270,330,360,360
