Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/sync-route-sync-inner-sync-bg-sync-task,186,0,8800.0,6609.555103064398,203.70445799198933,11051.843374996679,180.2688172043011,8.406695683722859,0.0,8800,9400,9500,9600,11000,11000,11000,11000,11000,11000,11000
,Aggregated,186,0,8800.0,6609.555103064398,203.70445799198933,11051.843374996679,180.2688172043011,8.406695683722859,0.0,8800,9400,9500,9600,11000,11000,11000,11000,11000,11000,11000
