Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/async-route-sync-inner-async-bg-async-task,140,0,3300.0,4087.4326116144534,211.35479099757504,27752.953959003207,201.0,4.861884820662311,0.0,3300,3800,4000,4000,4700,15000,22000,26000,28000,28000,28000
,Aggregated,140,0,3300.0,4087.4326116144534,211.35479099757504,27752.953959003207,201.0,4.861884820662311,0.0,3300,3800,4000,4000,4700,15000,22000,26000,28000,28000,28000
