Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/async-route-async-inner-async-bg-async-task,2181,0,200.45212499098852,205.02205953767643,200.45212499098852,231.66508300346322,204.0,75.09265996833882,0.0,200,210,210,210,210,210,210,220,220,230,230
,Aggregated,2181,0,200.45212499098852,205.02205953767643,200.45212499098852,231.66508300346322,204.0,75.09265996833882,0.0,200,210,210,210,210,210,210,220,220,230,230
