Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1765383649,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1765383650,5,,Aggregated,0.000000,0.000000,200,220,220,220,220,220,220,220,220,220,220,11,0,202.6044170052046,210.29486363642553,202.6044170052046,220.24654199776705,204.0
1765383651,10,,Aggregated,0.000000,0.000000,210,210,210,210,220,220,220,220,220,220,220,30,0,210.0,208.89989439844308,202.6044170052046,220.24654199776705,204.0
1765383652,10,,Aggregated,0.000000,0.000000,210,210,210,210,220,220,220,220,220,220,220,49,0,210.0,208.07791318226492,202.6044170052046,220.24654199776705,204.0
1765383653,10,,Aggregated,5.500000,0.000000,210,210,210,210,210,220,220,220,220,220,220,70,0,210.0,207.55219218512397,202.6044170052046,220.24654199776705,204.0
1765383654,10,,Aggregated,10.000000,0.000000,210,210,210,210,210,220,220,220,220,220,220,89,0,210.0,207.26935995423517,202.6044170052046,220.24654199776705,204.0
1765383655,10,,Aggregated,12.500000,0.000000,210,210,210,210,210,220,220,220,240,240,240,111,0,210.0,206.94443989119824,202.07612500234973,235.13237500446849,204.0
1765383656,10,,Aggregated,14.200000,0.000000,210,210,210,210,210,220,220,220,240,240,240,129,0,210.0,206.92111820092177,202.07612500234973,235.13237500446849,204.0
1765383657,10,,Aggregated,15.000000,0.000000,210,210,210,210,210,210,220,220,240,240,240,152,0,210.0,206.83369076916853,202.07612500234973,235.13237500446849,204.0
1765383658,10,,Aggregated,16.000000,0.000000,210,210,210,210,210,210,220,230,240,240,240,171,0,210.0,206.79101581238987,202.07612500234973,235.13237500446849,204.0
1765383659,10,,Aggregated,16.250000,0.000000,210,210,210,210,210,210,220,230,240,240,240,191,0,210.0,206.71223797326473,202.07612500234973,235.13237500446849,204.0
1765383660,10,,Aggregated,16.888889,0.000000,210,210,210,210,210,210,220,220,240,240,240,208,0,210.0,206.51897873967056,201.95308300026227,235.13237500446849,204.0
1765383661,10,,Aggregated,17.300000,0.000000,210,210,210,210,210,210,220,220,240,240,240,231,0,210.0,206.37470759252074,201.95308300026227,235.13237500446849,204.0
1765383662,10,,Aggregated,19.300000,0.000000,210,210,210,210,210,210,220,220,240,240,240,253,0,210.0,206.31348400342458,201.95308300026227,235.13237500446849,204.0
1765383663,10,,Aggregated,19.900000,0.000000,210,210,210,210,210,210,220,220,240,240,240,272,0,210.0,206.274207242185,201.95308300026227,235.13237500446849,204.0
1765383664,10,,Aggregated,20.100000,0.000000,210,210,210,210,210,210,220,220,240,240,240,292,0,210.0,206.31045132162,201.95308300026227,235.13237500446849,204.0
1765383665,10,,Aggregated,20.300000,0.000000,210,210,210,210,210,210,220,220,240,240,240,313,0,210.0,206.16297574723868,201.95308300026227,235.13237500446849,204.0
1765383666,10,,Aggregated,20.300000,0.000000,210,210,210,210,210,210,220,220,240,240,240,332,0,210.0,206.0778843912984,201.79750000534113,235.13237500446849,204.0
1765383667,10,,Aggregated,20.200000,0.000000,210,210,210,210,210,210,220,220,240,240,240,350,0,210.0,206.04943463121475,201.79750000534113,235.13237500446849,204.0
1765383668,10,,Aggregated,20.200000,0.000000,210,210,210,210,210,210,220,220,240,240,240,371,0,210.0,206.06047752817102,201.79750000534113,235.13237500446849,204.0
1765383669,10,,Aggregated,20.200000,0.000000,210,210,210,210,210,210,220,220,240,240,240,390,0,210.0,206.01809764085397,201.79750000534113,235.13237500446849,204.0
1765383670,10,,Aggregated,19.800000,0.000000,210,210,210,210,210,210,210,220,240,240,240,410,0,210.0,205.92833129978715,201.7504590039607,235.13237500446849,204.0
1765383671,10,,Aggregated,19.800000,0.000000,210,210,210,210,210,210,210,220,240,240,240,429,0,210.0,205.89053505580625,201.7504590039607,235.13237500446849,204.0
1765383672,10,,Aggregated,19.700000,0.000000,210,210,210,210,210,210,210,220,240,240,240,446,0,210.0,205.8438153900198,201.7504590039607,235.13237500446849,204.0
1765383674,10,,Aggregated,20.000000,0.000000,210,210,210,210,210,210,210,220,240,240,240,467,0,210.0,205.81082752869017,201.7504590039607,235.13237500446849,204.0
1765383675,10,,Aggregated,19.800000,0.000000,210,210,210,210,210,210,210,220,240,240,240,487,0,210.0,205.83129217639615,201.7504590039607,235.13237500446849,204.0
