Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/sync-route-sync-inner-sync-bg-sync-task,150,0,8000.0,5155.184598339547,201.7280000000028,9999.325791999581,179.74666666666667,6.5530693379059075,0.0,8000,8900,9700,9800,9900,10000,10000,10000,10000,10000,10000
,Aggregated,150,0,8000.0,5155.184598339547,201.7280000000028,9999.325791999581,179.74666666666667,6.5530693379059075,0.0,8000,8900,9700,9800,9900,10000,10000,10000,10000,10000,10000
