Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/async-route-sync-inner-async-bg-async-task,136,0,3100.0,3986.631463867846,214.48458399390802,25920.421374990838,201.0,4.867864339638471,0.0,3100,3700,4000,4100,4900,15000,22000,24000,26000,26000,26000
,Aggregated,136,0,3100.0,3986.631463867846,214.48458399390802,25920.421374990838,201.0,4.867864339638471,0.0,3100,3700,4000,4100,4900,15000,22000,24000,26000,26000,26000
