Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/async-route-async-inner-async-bg-async-task,567,0,210.0,205.7556682783183,201.30891700682696,235.13237500446849,204.0,19.526002301226583,0.0,210,210,210,210,210,210,210,220,240,240,240
,Aggregated,567,0,210.0,205.7556682783183,201.30891700682696,235.13237500446849,204.0,19.526002301226583,0.0,210,210,210,210,210,210,210,220,240,240,240
